REG_ID,SEC_CUR_STAT,SEC_NAME,SEC_TITLE,Days,Time,Faculty,SeatsAvailableScheduledCapacity,CR_MIN,CR_MAX,Textbox8
91226,Active,MUS-220-17,Perf: Adv Piano,AR  ,,"Liu, Hsin-Hui ",20 /20 ,2.00000,,RECORD COUNT 702
91227,Active,MUS-220-18,Perf: Adv Harp,AR  ,,"Staff, - ",20 /20 ,2.00000,,RECORD COUNT 702
91821,Active,MUS-220-19,Perf: Adv Organ,AR  ,,"Elsbernd, Michael J ",20 /20 ,2.00000,,RECORD COUNT 702
91228,Active,MUS-220-20,Perf: Adv Piano,AR  ,,"Westphalen, Melinda ",20 /20 ,2.00000,,RECORD COUNT 702
91229,Active,MUS-220-21,Perf: Adv Viola,AR  ,,"Miranda, Charles D ",20 /20 ,2.00000,,RECORD COUNT 702
91230,Active,MUS-220-23,Perf: Adv Voice,AR  ,,"Boggs, Joshua D ",20 /20 ,2.00000,,RECORD COUNT 702
91231,Active,MUS-220-24,Perf: Adv Flute,AR  ,,"Anderson, Claudia ",20 /20 ,2.00000,,RECORD COUNT 702
91232,Active,MUS-220-26,Perf: Adv Violin,AR  ,,"Gentzsch, Andrew C ",20 /20 ,2.00000,,RECORD COUNT 702
91233,Active,MUS-220-27,Perf: Adv Jazz Piano,AR  ,,"Espinosa, Gabriel ",20 /20 ,2.00000,,RECORD COUNT 702
91234,Active,MUS-220-28,Perf: Adv Jazz Voice,AR  ,,"Espinosa, Gabriel ",20 /20 ,2.00000,,RECORD COUNT 702
91235,Active,MUS-220-31,Perf: Adv Lute,AR  ,,"Welke, Cameron ",20 /20 ,2.00000,,RECORD COUNT 702
91236,Active,MUS-220-35,Perf: Adv Tuba,AR  ,,"Parker, Robert C ",20 /20 ,2.00000,,RECORD COUNT 702
91237,Active,MUS-220-38,Perf: Adv Cello,AR  ,,"Henson, Alan K ",20 /20 ,2.00000,,RECORD COUNT 702
91238,Active,MUS-220-39,Perf: Adv Double Bass,AR  ,,"Charlson, Steven E ",20 /20 ,2.00000,,RECORD COUNT 702
91239,Active,MUS-220-40,Perf: Adv Bassoon,AR  ,,"Wohlenhaus, Jennifer ",20 /20 ,2.00000,,RECORD COUNT 702
91240,Active,MUS-220-42,Perf: Adv Guitar,AR  ,,"Aldridge, James ",20 /20 ,2.00000,,RECORD COUNT 702
91241,Active,MUS-220-43,Perf: Adv Accordian,AR  ,,"Bergan, Joyce A ",20 /20 ,2.00000,,RECORD COUNT 702
91242,Active,MUS-220-44,Perf: Adv Voice,AR  ,,"Sojka, Gregory J ",20 /20 ,2.00000,,RECORD COUNT 702
91243,Cancelled,MUS-220-45,Perf: Adv Jazz Organ,AR  ,,"Monaco, Tony G ",20 /20 ,2.00000,,RECORD COUNT 702
91244,Active,MUS-220-46,Perf: Adv Oboe,AR  ,,"Wohlenhaus, Jennifer ",20 /20 ,2.00000,,RECORD COUNT 702
91245,Active,MUS-220-48,Perf: Adv Jazz Bass,AR  ,,"Charlson, Steven E ",20 /20 ,2.00000,,RECORD COUNT 702
91246,Active,MUS-220-49,Perf: Adv Baritone Horn,AR  ,,"Parker, Robert C ",20 /20 ,2.00000,,RECORD COUNT 702
91247,Active,MUS-221-01,Perf: Adv Violin,AR  ,,"Finkelshteyn, Tracy V ",20 /20 ,2.00000,,RECORD COUNT 702
91777,Active,MUS-221-02,Perf: Adv Voice,AR  ,,"Whitney, Mackenzie ",20 /20 ,2.00000,,RECORD COUNT 702
91248,Active,MUS-221-03,Perf: Adv Trombone,AR  ,,"Parker, Robert C ",20 /20 ,2.00000,,RECORD COUNT 702
91249,Active,MUS-221-04,Perf: Adv French Horn,AR  ,,"Wallace, Guinevere ",20 /20 ,2.00000,,RECORD COUNT 702
91250,Active,MUS-221-05,Perf: Adv Trumpet,AR  ,,"Swartz, Craig L ",20 /20 ,2.00000,,RECORD COUNT 702
91251,Active,MUS-221-06,Perf: Adv Bagpipes,AR  ,,"Clower, Robert P ",20 /20 ,2.00000,,RECORD COUNT 702
91252,Active,MUS-221-07,Perf: Adv Saxophone,AR  ,,"Smith, Ryan J ",20 /20 ,2.00000,,RECORD COUNT 702
91253,Active,MUS-221-08,Perf: Adv Percussion,AR  ,,"Ramirez, Stacey ",20 /20 ,2.00000,,RECORD COUNT 702
91254,Active,MUS-221-09,Perf: Adv Clarinet,AR  ,,"Smith, Ryan J ",20 /20 ,2.00000,,RECORD COUNT 702
91255,Active,MUS-221-10,Perf: Adv Jazz Saxophone,AR  ,,"Smith, Ryan J ",20 /20 ,2.00000,,RECORD COUNT 702
91256,Active,MUS-221-11,Perf: Adv Guitar,AR  ,,"Smith, Rex Patrick ",20 /20 ,2.00000,,RECORD COUNT 702
91257,Active,MUS-221-12,Perf: Adv Harpsichord,AR  ,,"Brown, Jennifer Williams ",20 /20 ,2.00000,,RECORD COUNT 702
91258,Active,MUS-221-13,Perf: Adv Voice,AR  ,,"Mayne, Taylor J ",20 /20 ,2.00000,,RECORD COUNT 702
91259,Active,MUS-221-14,Perf: Adv Piano,AR  ,,"Messerschmitt, Nicole C ",20 /20 ,2.00000,,RECORD COUNT 702
91260,Active,MUS-221-15,Perf: Adv Voice,AR  ,,"Lommler, Suzanne ",20 /20 ,2.00000,,RECORD COUNT 702
91261,Active,MUS-221-16,Perf: Adv Banjo,AR  ,,"Buck, Fred L ",20 /20 ,2.00000,,RECORD COUNT 702
91262,Active,MUS-221-17,Perf: Adv Piano,AR  ,,"Liu, Hsin-Hui ",20 /20 ,2.00000,,RECORD COUNT 702
91263,Active,MUS-221-18,Perf: Adv Harp,AR  ,,"Staff, - ",20 /20 ,2.00000,,RECORD COUNT 702
91823,Active,MUS-221-19,Perf: Adv Organ,AR  ,,"Elsbernd, Michael J ",20 /20 ,2.00000,,RECORD COUNT 702
91264,Active,MUS-221-20,Perf: Adv Piano,AR  ,,"Westphalen, Melinda ",20 /20 ,2.00000,,RECORD COUNT 702
91265,Active,MUS-221-21,Perf: Adv Viola,AR  ,,"Miranda, Charles D ",20 /20 ,2.00000,,RECORD COUNT 702
91266,Active,MUS-221-23,Perf: Adv Voice,AR  ,,"Boggs, Joshua D ",20 /20 ,2.00000,,RECORD COUNT 702
91267,Active,MUS-221-24,Perf: Adv Flute,AR  ,,"Anderson, Claudia ",20 /20 ,2.00000,,RECORD COUNT 702
91268,Active,MUS-221-26,Perf: Adv Violin,AR  ,,"Gentzsch, Andrew C ",20 /20 ,2.00000,,RECORD COUNT 702
91269,Active,MUS-221-27,Perf: Adv Jazz Piano,AR  ,,"Espinosa, Gabriel ",20 /20 ,2.00000,,RECORD COUNT 702
91270,Active,MUS-221-28,Perf: Adv Jazz Voice,AR  ,,"Espinosa, Gabriel ",20 /20 ,2.00000,,RECORD COUNT 702
91271,Active,MUS-221-31,Perf: Adv Lute,AR  ,,"Welke, Cameron ",20 /20 ,2.00000,,RECORD COUNT 702
91272,Active,MUS-221-35,Perf: Adv Tuba,AR  ,,"Parker, Robert C ",20 /20 ,2.00000,,RECORD COUNT 702
91273,Active,MUS-221-38,Perf: Adv Cello,AR  ,,"Henson, Alan K ",20 /20 ,2.00000,,RECORD COUNT 702
91274,Active,MUS-221-39,Perf: Adv Double Bass,AR  ,,"Charlson, Steven E ",20 /20 ,2.00000,,RECORD COUNT 702
91275,Active,MUS-221-40,Perf: Adv Bassoon,AR  ,,"Wohlenhaus, Jennifer ",20 /20 ,2.00000,,RECORD COUNT 702
91276,Active,MUS-221-42,Perf: Adv Guitar,AR  ,,"Aldridge, James ",20 /20 ,2.00000,,RECORD COUNT 702
91277,Active,MUS-221-44,Perf: Adv Voice,AR  ,,"Sojka, Gregory J ",20 /20 ,2.00000,,RECORD COUNT 702
91278,Cancelled,MUS-221-45,Perf: Adv Jazz Organ,AR  ,,"Monaco, Tony G ",20 /20 ,2.00000,,RECORD COUNT 702
91279,Active,MUS-221-46,Perf: Adv Oboe,AR  ,,"Wohlenhaus, Jennifer ",20 /20 ,2.00000,,RECORD COUNT 702
91280,Active,MUS-221-48,Perf: Adv Jazz Bass,AR  ,,"Charlson, Steven E ",20 /20 ,2.00000,,RECORD COUNT 702
91281,Active,MUS-221-49,Perf: Adv Baritone Horn,AR  ,,"Parker, Robert C ",20 /20 ,2.00000,,RECORD COUNT 702
91171,Active,MUS-322-01,Music and Capitalism,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Laver, Mark ",15 /15 ,4.00000,,RECORD COUNT 702
91172,Active,MUS-322-02,Advanced Tonal Theories,TTH  ,2:30 PM  - 3:50 PM  ,"Cha, Jee-Weon ",15 /15 ,4.00000,,RECORD COUNT 702
90856,Active,NRS-250-01,"Neursc:Fnds,Future,Fallacies",MWF  ,11:00 AM - 11:50 AM  ,"Levandoski, Mark M ",3  /32 ,4.00000,,RECORD COUNT 702
90857,Active,NRS-250L-01,Neuroscience Lab,TH  ,1:00 PM  - 3:50 PM  ,"Tracy, Andrea L ",-3 /16 ,0.00000,,RECORD COUNT 702
90859,Active,NRS-250L-02,Neuroscience Lab,F  ,1:00 PM  - 3:50 PM  ,"Tracy, Andrea L ",6  /16 ,0.00000,,RECORD COUNT 702
90860,Active,PCS-101-01,Intro Peace & Cnflct Stds,MWF  ,10:00 AM - 10:50 AM  ,"Dobe, Timothy S ",19 /25 ,4.00000,,RECORD COUNT 702
91942,Active,PCS-295-01,ST: Post-Conflict Pathways,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Staff, - ",15 /20 ,1.00000,,RECORD COUNT 702
91347,Active,PHE-100-05,Bowling,MW  ,1:00 PM  - 1:50 PM  ,"Jaworski, Brian ",0  /12 ,0.50000,,RECORD COUNT 702
91351,Active,PHE-100-06,Pickleball,MW  ,2:00 PM  - 2:50 PM  ,"Ragan, Eric Lansing ",14 /20 ,0.50000,,RECORD COUNT 702
91349,Active,PHE-100-07,Conditioning,TTH  ,1:00 PM  - 1:50 PM  ,"Harrold, Dana ",8  /12 ,1.00000,,RECORD COUNT 702
91350,Active,PHE-100-08,Conditioning,MW  ,1:00 PM  - 1:50 PM  ,"Hollibaugh, Timothy J ",12 /12 ,1.00000,,RECORD COUNT 702
92007,Active,PHE-100-11,Aikido,MW  ,2:00 PM  - 2:50 PM  ,"Cunningham, Charles E ",17 /20 ,1.00000,,RECORD COUNT 702
91352,Active,PHE-100-16,Lifeguard Training,MW  ,10:00 AM - 11:50 AM  ,"Staff, - ",9  /10 ,0.50000,,RECORD COUNT 702
91355,Active,PHE-100-19,Rock Climbing,TH  ,2:00 PM  - 3:50 PM  ,"Hammond, Timothy A ",-1 /7  ,0.50000,,RECORD COUNT 702
91356,Active,PHE-100-21,Indoor Soccer,TTH  ,10:00 AM - 10:50 AM  ,"Jaworski, Brian ",12 /24 ,1.00000,,RECORD COUNT 702
91486,Active,PHE-100-24,Beginning Swimming,MW  ,1:00 PM  - 1:50 PM  ,"Mering, Karl ",7  /12 ,0.50000,,RECORD COUNT 702
91348,Cancelled,PHE-100-25,Advanced Tennis,MW  ,1:00 PM  - 1:50 PM  ,"Hasenyager, Zachary ",12 /12 ,0.50000,,RECORD COUNT 702
91353,Cancelled,PHE-100-26,Beginning Tennis,TTH  ,2:00 PM  - 2:50 PM  ,"Hasenyager, Zachary ",12 /12 ,0.50000,,RECORD COUNT 702
91529,Active,PHE-100-28A,Water Aerobics,MWF  ,11:00 AM - 11:50 AM  ,"Freeman, Evelyn ",17 /20 ,0.50000,,RECORD COUNT 702
91357,Active,PHE-100-28B,Water Aerobics,MWF  ,11:00 AM - 11:50 AM  ,"Freeman, Evelyn ",48 /50 ,0.50000,,RECORD COUNT 702
91358,Active,PHE-100-32,Volleyball,MW  ,2:00 PM  - 2:50 PM  ,"Ragan, Eric Lansing ",27 /30 ,0.50000,,RECORD COUNT 702
91993,Active,PHE-100-36A,Indoor Cycling Plus Core,TH  ,10:00 AM - 10:50 AM  ,"Freeman, Evelyn ",18 /20 ,0.50000,,RECORD COUNT 702
91354,Active,PHE-100-36B,Indoor Cycling Plus Core,TH  ,10:00 AM - 10:50 AM  ,"Freeman, Evelyn ",16 /20 ,0.50000,,RECORD COUNT 702
91359,Cancelled,PHE-100-37,Beginning Diving,MW  ,1:00 PM  - 1:50 PM  ,"Retelsdorf, Michael ",10 /10 ,0.50000,,RECORD COUNT 702
91360,Active,PHE-100-39,Advanced Weight Lifting,TTH  ,10:00 AM - 10:50 AM  ,"Martinez, Jason Daniel ",15 /20 ,1.00000,,RECORD COUNT 702
91361,Active,PHE-100-48A,Yoga,TH  ,8:30 AM  - 9:50 AM  ,"Mering, Karl ",2  /25 ,0.50000,,RECORD COUNT 702
91994,Active,PHE-100-48B,Yoga,TH  ,8:30 AM  - 9:50 AM  ,"Mering, Karl ",9  /20 ,0.50000,,RECORD COUNT 702
91362,Active,PHE-101-11,Men's Basketball,MTWTHF  ,4:30 PM  - 6:30 PM  ,"Arseneault Jr., David N ",29 /30 ,0.50000,,RECORD COUNT 702
91363,Active,PHE-101-12,Women's Basketball,MTWTHF  ,4:30 PM  - 6:30 PM  ,"Harrold, Dana ",29 /30 ,0.50000,,RECORD COUNT 702
91364,Active,PHE-101-13,Men's Swimming,MTWTHF  ,4:30 PM  - 6:30 PM  ,"Hurley, Erin D ",30 /30 ,0.50000,,RECORD COUNT 702
91365,Active,PHE-101-14,Women's Swimming,MTWTHF  ,4:30 PM  - 6:30 PM  ,"Hurley, Erin D ",29 /30 ,0.50000,,RECORD COUNT 702
91366,Active,PHE-101-21,Baseball,MTWTHF  ,4:30 PM  - 6:30 PM  ,"Hollibaugh, Timothy J ",30 /30 ,0.50000,,RECORD COUNT 702
91367,Active,PHE-101-22,Men's Golf,MTWTHF  ,4:30 PM  - 6:30 PM  ,"Jaworski, Brian ",26 /30 ,0.50000,,RECORD COUNT 702
91368,Active,PHE-101-23,Men's Indoor Track,MTWTHF  ,4:30 PM  - 6:30 PM  ,"Pedersen, Jeffrey J ",30 /30 ,0.50000,,RECORD COUNT 702
91369,Active,PHE-101-24,Women's Indoor Track,MTWTHF  ,4:30 PM  - 6:30 PM  ,"Pedersen, Jeffrey J ",28 /30 ,0.50000,,RECORD COUNT 702
91370,Active,PHE-101-25,Men's Outdoor Track,MTWTHF  ,4:30 PM  - 6:30 PM  ,"Pedersen, Jeffrey J ",30 /30 ,0.50000,,RECORD COUNT 702
91371,Active,PHE-101-26,Women's Outdoor Track,MTWTHF  ,4:30 PM  - 6:30 PM  ,"Pedersen, Jeffrey J ",30 /30 ,0.50000,,RECORD COUNT 702
91372,Active,PHE-101-27,Softball,MTWTHF  ,4:30 PM  - 6:30 PM  ,"Determan, Lexy ",29 /30 ,0.50000,,RECORD COUNT 702
91373,Active,PHE-101-28,Men's Tennis,MTWTHF  ,4:30 PM  - 6:30 PM  ,"Hasenyager, Zachary ",30 /30 ,0.50000,,RECORD COUNT 702
91374,Active,PHE-112-01,Outdoor Leadership,T  ,2:00 PM  - 3:50 PM  ,"Hammond, Timothy A ",9  /11 ,2.00000,,RECORD COUNT 702
91879,Active,PHE-195-01,ST: Wellness,T  ,1:00 PM  - 1:50 PM  ,"Hammond, Timothy A; Determan, Lexy",22 /30 ,1.00000,,RECORD COUNT 702
91941,Active,PHE-195-02,ST: Women in Sport,AR  ,,"Ragan, Eric Lansing; Determan, Lexy",16 /16 ,2.00000,,RECORD COUNT 702
91375,Active,PHE-202-01,Coaching Methods,MWF  ,9:00 AM  - 9:50 AM  ,"Hollibaugh, Timothy J ",2  /24 ,4.00000,,RECORD COUNT 702
91380,Active,PHE-211-01,Foundatns of Athletic Training,MWF  ,10:00 AM - 10:50 AM  ,"Tigges, Carissa L ",5  /12 ,4.00000,,RECORD COUNT 702
91035,Active,PHI-101-01,Logic,MWF  ,8:00 AM  - 8:50 AM  ,"Cummins, W Joseph ",19 /25 ,4.00000,,RECORD COUNT 702
91036,Active,PHI-111-01,Introduction to Philosophy,MWF  ,9:00 AM  - 9:50 AM  ,"Nyden, Tammy ",18 /25 ,4.00000,,RECORD COUNT 702
91037,Cancelled,PHI-111-02,Introduction to Philosophy,MWF  ,1:00 PM  - 1:50 PM  ,"Meehan, Mary Johanna ",25 /25 ,4.00000,,RECORD COUNT 702
91038,Cancelled,PHI-111-03,Introduction to Philosophy,MWF  ,3:00 PM  - 3:50 PM  ,"Meehan, Mary Johanna ",25 /25 ,4.00000,,RECORD COUNT 702
91039,Active,PHI-121-01,Philosophy for Life,MWF  ,10:00 AM - 10:50 AM  ,"Neisser, Joseph ",14 /25 ,4.00000,,RECORD COUNT 702
91040,Active,PHI-121-02,Philosophy for Life,MWF  ,2:00 PM  - 2:50 PM  ,"Neisser, Joseph ",15 /25 ,4.00000,,RECORD COUNT 702
91522,Active,PHI-195-01,ST: Intro Asian Philosophy,MWF  ,11:00 AM - 11:50 AM  ,"Nyden, Tammy ",24 /25 ,4.00000,,RECORD COUNT 702
91564,Active,PHI-222-01,Environmental Ethics,MW  ,8:30 AM  - 9:50 AM  ,"Fennell, John ",8  /22 ,4.00000,,RECORD COUNT 702
91041,Active,PHI-233-01,Hist Early Modern Philosophy,MW  ,2:30 PM  - 3:50 PM  ,"Nyden, Tammy ",10 /22 ,4.00000,,RECORD COUNT 702
91042,Active,PHI-242-01,Ethical Theory,TTH  ,8:30 AM  - 9:50 AM  ,"Dobe, Jennifer ",21 /22 ,4.00000,,RECORD COUNT 702
91043,Active,PHI-254-01,Metaphysics,TTH  ,2:30 PM  - 3:50 PM  ,"Neisser, Joseph ",16 /22 ,4.00000,,RECORD COUNT 702
91044,Active,PHI-256-01,Phil of Language & Cognition,TTH  ,8:30 AM  - 9:50 AM  ,"Fennell, John ",17 /22 ,4.00000,,RECORD COUNT 702
91047,Active,PHI-264-01,Political Theory II,TTH  ,2:30 PM  - 3:50 PM  ,"Meehan, Mary Johanna ",14 /22 ,4.00000,,RECORD COUNT 702
91048,Active,PHI-393-01,Adv St: Kant's System,TTH  ,2:00 PM  - 3:50 PM  ,"Dobe, Jennifer ",6  /15 ,4.00000,,RECORD COUNT 702
92009,Active,PHI-491-01,Senior Essay,AR  ,,"Neisser, Joseph ",9  /10 ,4.00000,,RECORD COUNT 702
90970,Active,PHY-115-01,How to Learn Physics,MWF  ,10:00 AM - 11:50 AM  ,"Hutchison, Paul ",12 /24 ,4.00000,,RECORD COUNT 702
91045,Active,PHY-131-01,General Physics I w/lab,MWF  ,8:00 AM  - 9:50 AM  ,"Cunningham, Charles E ",18 /24 ,4.00000,,RECORD COUNT 702
91046,Active,PHY-131-02,General Physics I w/lab,MWF  ,10:00 AM - 11:50 AM  ,"Zabel, James R ",11 /24 ,4.00000,,RECORD COUNT 702
91050,Active,PHY-132-01,General Physics II w/lab,MWF  ,8:00 AM  - 8:50 AM  ,"Burson, Kristen ",3  /24 ,4.00000,,RECORD COUNT 702
91051,Cancelled,PHY-132-02,General Physics II w/lab,MWF  ,9:00 AM  - 9:50 AM  ,"Staff, - ",24 /24 ,4.00000,,RECORD COUNT 702
91053,Active,PHY-132-03,General Physics II w/lab,MWF  ,10:00 AM - 10:50 AM  ,"Breen, Barbara J ",18 /24 ,4.00000,,RECORD COUNT 702
91054,Active,PHY-132L-01,General Physics II Lab,T  ,1:00 PM  - 3:50 PM  ,"Rodriguez, Shanshan ",9  /24 ,0.00000,,RECORD COUNT 702
91055,Active,PHY-132L-02,General Physics II Lab,W  ,1:00 PM  - 3:50 PM  ,"Breen, Barbara J ",19 /24 ,0.00000,,RECORD COUNT 702
91056,Active,PHY-132L-03,General Physics II Lab,TH  ,8:00 AM  - 10:50 AM  ,"Burson, Kristen ",15 /24 ,0.00000,,RECORD COUNT 702
91057,Active,PHY-220-01,Electronics w/lab,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Tjossem, Paul J H  ",14 /16 ,4.00000,,RECORD COUNT 702
91058,Active,PHY-234-01,Mechanics w/Lab,MWF  ,10:00 AM - 10:50 AM  ,"Rodriguez, Shanshan ",17 /30 ,4.00000,,RECORD COUNT 702
91059,Active,PHY-234L-01,Mechanics Lab,TH  ,1:00 PM  - 3:50 PM  ,"Rodriguez, Shanshan ",1  /12 ,0.00000,,RECORD COUNT 702
91061,Active,PHY-234L-02,Mechanics Lab,F  ,1:00 PM  - 3:50 PM  ,"Zabel, James R ",7  /12 ,0.00000,,RECORD COUNT 702
91065,Active,PHY-314-01,Thermodyn/Statisticl Physics,TTH  ,8:30 AM  - 9:50 AM  ,"Breen, Barbara J ",9  /15 ,4.00000,,RECORD COUNT 702
91066,Active,PHY-337-01,Optics Wave Phenomena w/lab,MWF  ,11:00 AM - 11:50 AM  ,"Cunningham, Charles E ",10 /18 ,4.00000,,RECORD COUNT 702
91067,Active,PHY-337L-01,"Optics, Wave Phenomena Lab",TH  ,1:00 PM  - 3:50 PM  ,"Cunningham, Charles E ",6  /12 ,0.00000,,RECORD COUNT 702
91068,Active,PHY-337L-02,"Optics, Wave Phenomena Lab",F  ,1:00 PM  - 3:50 PM  ,"Rodriguez, Shanshan ",7  /12 ,0.00000,,RECORD COUNT 702
91071,Cancelled,PHY-340-01,Topics in Astrophysics,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Christensen, Charlotte ",15 /15 ,4.00000,,RECORD COUNT 702
91069,Active,PHY-457-01,Advanced Quantum Theory,TTH  ,1:00 PM  - 2:20 PM  ,"Zabel, James R ",11 /12 ,2.00000,,RECORD COUNT 702
91072,Active,PHY-462-01,Advanced Laboratory,MW  ,1:00 PM  - 3:50 PM  ,"Tjossem, Paul J H ; Burson, Kristen",11 /12 ,2.00000,,RECORD COUNT 702
91070,Active,POL-101-01,Intro to Political Science,MWF  ,9:00 AM  - 9:50 AM  ,"Jozwiak, Andreas ",23 /25 ,4.00000,,RECORD COUNT 702
91081,Active,POL-101-02,Intro to Political Science,MWF  ,3:00 PM  - 3:50 PM  ,"Virgin, Sheahan Gray ",15 /25 ,4.00000,,RECORD COUNT 702
91082,Active,POL-101-03,Intro to Political Science,TTH  ,8:30 AM  - 9:50 AM  ,"Driscoll, Barry ",21 /25 ,4.00000,,RECORD COUNT 702
91083,Active,POL-219-01,Constitutional Law & Politics,MWF  ,10:00 AM - 11:50 AM  ,"Hanson, Peter ",3  /25 ,4.00000,,RECORD COUNT 702
91074,Active,POL-220-01,Foundations of Policy Analysis,MWF  ,1:00 PM  - 1:50 PM  ,"Jozwiak, Andreas ",-2 /25 ,4.00000,,RECORD COUNT 702
91086,Cancelled,POL-239-01,The Presidency,MWF  ,9:00 AM  - 9:50 AM  ,"Trish, Barbara A ",25 /25 ,4.00000,,RECORD COUNT 702
91084,Active,POL-250-01,Politics of Intern'l Relations,MW  ,2:00 PM  - 3:50 PM  ,"Moyer, H Wayne ",5  /25 ,4.00000,,RECORD COUNT 702
91085,Active,POL-259-01,"Hmn Rts, Fndtn, Chlngs, Choice",TTH  ,2:00 PM  - 3:50 PM  ,"Moyer, H Wayne ",17 /25 ,4.00000,,RECORD COUNT 702
91052,Active,POL-264-01,Political Theory II,TTH  ,2:30 PM  - 3:50 PM  ,"Meehan, Mary Johanna ",14 /22 ,4.00000,,RECORD COUNT 702
91459,Active,POL-295-01,ST: Public Attitudes Am Dem,TTH  ,8:30 AM  - 9:50 AM  ,"Hanson, Peter ",14 /25 ,4.00000,,RECORD COUNT 702
91460,Active,POL-295-02,ST: Electoral Systems,MWF  ,1:00 PM  - 1:50 PM  ,"Virgin, Sheahan Gray ",18 /25 ,4.00000,,RECORD COUNT 702
91088,Active,POL-319-01,Advanced Constitutional Law,MW  ,2:00 PM  - 3:50 PM  ,"Hanson, Peter ",-4 /15 ,4.00000,,RECORD COUNT 702
91087,Active,POL-354-01,Pol Economy of Development,MWF  ,10:00 AM - 11:50 AM  ,"Driscoll, Barry ",2  /15 ,4.00000,,RECORD COUNT 702
91461,Active,POL-395-01,ST: Democratic Decline,TTH  ,2:00 PM  - 3:50 PM  ,"Virgin, Sheahan Gray ",1  /15 ,4.00000,,RECORD COUNT 702
91073,Active,PST-220-01,Foundations of Policy Analysis,MWF  ,1:00 PM  - 1:50 PM  ,"Jozwiak, Andreas ",-2 /25 ,4.00000,,RECORD COUNT 702
91075,Active,PST-420-01,Advanced Policy Research,TH  ,1:00 PM  - 3:50 PM  ,"Jozwiak, Andreas ",10 /12 ,2.00000,,RECORD COUNT 702
91089,Active,PSY-113-01,Intro to Psychology w/lab,MWF TH,8:00 AM  - 8:50 AM 1:00 PM  - 3:50 PM ,"Yust, Paula K.S.; Brown, Barbara M",9  /26 ,4.00000,,RECORD COUNT 702
91090,Active,PSY-113-02,Intro to Psychology w/lab,MWF T,9:00 AM  - 9:50 AM 1:00 PM  - 3:50 PM ,"Vossoughi, Nadia; Brown, Barbara M",10 /26 ,4.00000,,RECORD COUNT 702
91091,Active,PSY-113-03,Intro to Psychology w/lab,TTH W,8:30 AM  - 9:50 AM 1:00 PM  - 3:50 PM ,"Ralston, Christopher; Brown, Barbara M",23 /26 ,4.00000,,RECORD COUNT 702
91092,Active,PSY-225-01,Research Methods,TTH  ,2:30 PM  - 3:50 PM  ,"Abraham, Ashley N ",-5 /25 ,4.00000,,RECORD COUNT 702
91093,Active,PSY-233-01,Developmental Psych w/lab,MWF M,10:00 AM - 10:50 AM 1:00 PM  - 3:50 PM ,"Ellis, Ann E ",13 /25 ,4.00000,,RECORD COUNT 702
91094,Active,PSY-243-01,Behavior Analysis w/lab,MWF T,11:00 AM - 11:50 AM 1:00 PM  - 3:50 PM ,"Lopatto, David ",10 /25 ,4.00000,,RECORD COUNT 702
91096,Active,PSY-248-01,Psychopathology & Clinical Sci,MWF  ,10:00 AM - 10:50 AM  ,"Ralston, Christopher ",-11/25 ,4.00000,,RECORD COUNT 702
91097,Cancelled,PSY-250-01,Health Psychology,MWF  ,2:00 PM  - 2:50 PM  ,"Botello Zamarron, Raquel ",25 /25 ,4.00000,,RECORD COUNT 702
91462,Cancelled,PSY-295-01,ST: Psych of Gender w/lab,MW TH,8:30 AM  - 9:50 AM 1:00 PM  - 3:50 PM ,"Botello Zamarron, Raquel ",25 /25 ,4.00000,,RECORD COUNT 702
91098,Active,PSY-311-01,Hist Psychological Theories,MWF  ,3:00 PM  - 3:50 PM  ,"Lopatto, David ",13 /15 ,4.00000,,RECORD COUNT 702
91099,Active,PSY-332-01,Adv Developmental Psychology,TTH  ,8:30 AM  - 9:50 AM  ,"Yust, Paula K.S. ",11 /15 ,4.00000,,RECORD COUNT 702
91100,Active,PSY-336-01,Adv Behav Neuroscience w/lab,MW  ,1:00 PM  - 3:50 PM  ,"Rempel-Clower, Nancy L ",3  /12 ,4.00000,,RECORD COUNT 702
91101,Active,PSY-355-01,Psychology of Language w/lab,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Abraham, Ashley N ",12 /15 ,4.00000,,RECORD COUNT 702
91916,Active,PSY-395-01,ST: Psych Collective Action,MW  ,1:00 PM  - 2:20 PM  ,"Vossoughi, Nadia ",6  /15 ,4.00000,,RECORD COUNT 702
91103,Active,PSY-495-01,Senior Seminar,TTH  ,2:00 PM  - 3:50 PM  ,"Ellis, Ann E ",12 /12 ,4.00000,,RECORD COUNT 702
91104,Active,PSY-495-02,Senior Seminar,TTH  ,2:00 PM  - 3:50 PM  ,"Rempel-Clower, Nancy L ",10 /12 ,4.00000,,RECORD COUNT 702
91109,Active,REL-105-01,Studying Religion: East Asia,MWF  ,9:00 AM  - 9:50 AM  ,"Chen, Dixuan Yujing ",21 /25 ,4.00000,,RECORD COUNT 702
91981,Active,REL-195-01,ST: Stdyng Rel: Black Rel Trd,MWF  ,11:00 AM - 11:50 AM  ,"Hills, Darrius D ",25 /25 ,4.00000,,RECORD COUNT 702
