REG_ID,SEC_CUR_STAT,SEC_NAME,SEC_TITLE,Days,Time,Faculty,SeatsAvailableScheduledCapacity,CR_MIN,CR_MAX,Textbox8
91452,Active,ALS-100-01,Alternate Language Study,AR  ,,"Izmaylova, Anastasia ",44 /45 ,2.00000,,RECORD COUNT 702
90811,Active,AMS-130-01,Intro to American Studies,MWF  ,11:00 AM - 11:50 AM  ,"Andrews, Stephen R ",21 /25 ,4.00000,,RECORD COUNT 702
91492,Active,AMS-195-01,ST: Contemp US Stdnt Activism,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Scott, Kesho ",24 /25 ,2.00000,,RECORD COUNT 702
91456,Active,AMS-295-01,ST: Fdnts of US Popular Cultr,TTH  ,1:00 PM  - 2:20 PM  ,"Purcell, Sarah J ",9  /25 ,4.00000,,RECORD COUNT 702
91463,Active,AMS-295-02,ST: The Journey Within,TTH  ,1:00 PM  - 2:20 PM  ,"Scott, Kesho; Freeman, William",17 /22 ,4.00000,,RECORD COUNT 702
90812,Active,ANT-104-01,Anthropological Inquiries,MWF  ,8:00 AM  - 8:50 AM  ,"Kulstad, Tess ",21 /25 ,4.00000,,RECORD COUNT 702
90813,Active,ANT-104-02,Anthropological Inquiries,MWF  ,3:00 PM  - 3:50 PM  ,"Ng, Laura Wai ",22 /25 ,4.00000,,RECORD COUNT 702
90814,Active,ANT-104-03,Anthropological Inquiries,MWF  ,11:00 AM - 11:50 AM  ,"Holmstrom, Jane ",14 /25 ,4.00000,,RECORD COUNT 702
91868,Active,ANT-104-04,Anthropological Inquiries,TTH  ,2:30 PM  - 3:50 PM  ,"Kohl, Owen N ",21 /25 ,4.00000,,RECORD COUNT 702
91926,Active,ANT-195-01,ST: Living Well Cross-Cltrly,TTH  ,2:00 PM  - 3:50 PM  ,"Tapias, Maria; Lewis, Carolyn Herbst",13 /15 ,4.00000,,RECORD COUNT 702
90816,Active,ANT-231-01,"Disasters, Society and Culture",MWF  ,10:00 AM - 10:50 AM  ,"Kulstad, Tess ",15 /20 ,4.00000,,RECORD COUNT 702
90817,Active,ANT-265-01,Ethngrphy of Comm: Mthd & Thry,TTH  ,8:30 AM  - 9:50 AM  ,"Kohl, Owen N ",11 /20 ,4.00000,,RECORD COUNT 702
90818,Active,ANT-280-01,Theories of Culture,MWF  ,11:00 AM - 11:50 AM  ,"Kulstad, Tess ",17 /20 ,4.00000,,RECORD COUNT 702
90819,Cancelled,ANT-290-01,Archaeological Field Methods,TTH  ,8:30 AM  - 9:50 AM  ,"Staff, - ",15 /15 ,4.00000,,RECORD COUNT 702
91117,Active,ANT-291-01,Meth Empirical Investigation,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Francisco, Sara C ",0  /18 ,4.00000,,RECORD COUNT 702
91464,Cancelled,ANT-295-01,ST: Language and Humor,TTH  ,2:30 PM  - 3:50 PM  ,"Sweet, Nikolas P ",20 /20 ,4.00000,,RECORD COUNT 702
91901,Active,ANT-295-01,ST: Pol of the Past: Arch/Mus,TTH  ,8:30 AM  - 9:50 AM  ,"Ng, Laura Wai ",14 /16 ,4.00000,,RECORD COUNT 702
91902,Active,ANT-295-02,ST: Graphic Medicine,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Tapias, Maria ",10 /20 ,4.00000,,RECORD COUNT 702
91903,Active,ANT-295-03,ST: Human Osteology,MW F,1:00 PM  - 1:50 PM 1:00 PM  - 3:50 PM ,"Holmstrom, Jane ",5  /16 ,4.00000,,RECORD COUNT 702
91904,Active,ANT-295-04,ST: Anthro & Semiotics of Fun,MWF  ,1:00 PM  - 1:50 PM  ,"Kohl, Owen N ",16 /20 ,4.00000,,RECORD COUNT 702
91905,Active,ANT-295-05,ST: Evolution and Running,M  ,1:00 PM  - 3:50 PM  ,"Bentley-Condit, Vicki K ",13 /16 ,2.00000,,RECORD COUNT 702
91906,Active,ANT-295-06,ST: Evolution & Reproduction,M  ,7:00 PM  - 9:50 PM  ,"Bentley-Condit, Vicki K ",17 /20 ,2.00000,,RECORD COUNT 702
90820,Active,ANT-355-01,Collective Memory Anth Prspctv,MW  ,2:30 PM  - 3:50 PM  ,"French, Brigittine ",15 /15 ,4.00000,,RECORD COUNT 702
91907,Active,ANT-395-01,ST: Body/Religion Middle Ages,TTH  ,2:30 PM  - 3:50 PM  ,"Holmstrom, Jane ",8  /15 ,4.00000,,RECORD COUNT 702
91031,Active,ARB-102-01,Beginning Arabic II,MTWTHF  ,10:00 AM - 10:50 AM  ,"Youssef, Mervat ",25 /25 ,5.00000,,RECORD COUNT 702
91032,Active,ARB-222-01,Intermediate Arabic II,MTWF  ,11:00 AM - 11:50 AM  ,"Youssef, Mervat ",20 /20 ,4.00000,,RECORD COUNT 702
91934,Active,ARB-295-01,ST: Soc Chng Mid East Cinema,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Abdelfattah, Heba Arafa ",23 /25 ,4.00000,,RECORD COUNT 702
91936,Active,ARB-295-02,ST: Arabic Tales and Falsafa,TTH  ,1:00 PM  - 2:20 PM  ,"Abdelfattah, Heba Arafa ",25 /25 ,4.00000,,RECORD COUNT 702
91939,Active,ARB-295-03,ST: Popular Arabic Film,TTH  ,2:30 PM  - 3:50 PM  ,"Abdelfattah, Heba Arafa ",24 /25 ,4.00000,,RECORD COUNT 702
90824,Active,ARH-103-01,Intro to Art History,MWF  ,10:00 AM - 10:50 AM  ,"Shea, Eiren ",19 /25 ,4.00000,,RECORD COUNT 702
90825,Active,ARH-103-02,Intro to Art History,MWF  ,3:00 PM  - 3:50 PM  ,"Shea, Eiren ",23 /25 ,4.00000,,RECORD COUNT 702
91482,Active,ARH-115-01,Art of India & South Asia,MWF  ,9:00 AM  - 9:50 AM  ,"Mackenzie, Michael ",24 /25 ,4.00000,,RECORD COUNT 702
90826,Active,ARH-211-01,Arts & Visual Cltrs of China,MW  ,1:00 PM  - 2:20 PM  ,"Shea, Eiren ",19 /20 ,4.00000,,RECORD COUNT 702
90828,Active,ARH-231-01,"Modern Art in Euro, 1900-1940",MW  ,2:30 PM  - 3:50 PM  ,"Anger, Jennifer A ",20 /20 ,4.00000,,RECORD COUNT 702
90954,Active,ARH-250-01,Roman Archaeology and Art,MW  ,8:30 AM  - 9:50 AM  ,"Cummins, Monessa F ",17 /25 ,4.00000,,RECORD COUNT 702
90827,Active,ARH-270-01,Modern Arch & Glblztn,TTH  ,8:30 AM  - 9:50 AM  ,"Rivera, Alfredo ",15 /20 ,4.00000,,RECORD COUNT 702
91447,Active,ARH-295-01,ST Art & Lit Paris & Berlin,MWF  ,11:00 AM - 11:50 AM  ,"Mackenzie, Michael ",16 /20 ,4.00000,,RECORD COUNT 702
91871,Active,ARH-295-02,ST: Haitian Art & Vis Cult,TTH  ,1:00 PM  - 2:20 PM  ,"Rivera, Alfredo; Moise, Petrouchka LL",17 /20 ,4.00000,,RECORD COUNT 702
91126,Active,ARH-380-01,Theory & Methods Art History,MW  ,10:00 AM - 11:20 AM  ,"Anger, Jennifer A ",11 /12 ,4.00000,,RECORD COUNT 702
90829,Active,ART-111-01,Introduction to the Studio,MW  ,8:00 AM  - 10:50 AM  ,"Strangfeld, Robin ",11 /15 ,4.00000,,RECORD COUNT 702
90835,Active,ART-111-02,Introduction to the Studio,MW  ,1:00 PM  - 3:50 PM  ,"Strangfeld, Robin ",-3 /15 ,4.00000,,RECORD COUNT 702
91525,Active,ART-134-01,Drawing,TTH  ,8:00 AM  - 10:50 AM  ,"Chen, Jeremy D ",-2 /15 ,4.00000,,RECORD COUNT 702
91474,Active,ART-155-01,Introduction to Film Studies,TTH  ,8:00 AM  - 10:50 AM  ,"Perez, Nich ",6  /25 ,4.00000,,RECORD COUNT 702
90830,Active,ART-236-01,Print Media,MW  ,8:00 AM  - 10:50 AM  ,"Kluber, Matthew ",8  /15 ,4.00000,,RECORD COUNT 702
90838,Active,ART-242-01,Sculpture,TTH  ,1:00 PM  - 3:50 PM  ,"Chen, Jeremy D ",1  /15 ,4.00000,,RECORD COUNT 702
91526,Active,ART-255-01,Fundamentals Video Production,TTH  ,1:00 PM  - 3:50 PM  ,"Perez, Nich ",9  /15 ,4.00000,,RECORD COUNT 702
91908,Cancelled,ART-295-01,ST: Experimental Ceramics,MW  ,1:00 PM  - 3:50 PM  ,"Strangfeld, Robin ",15 /15 ,4.00000,,RECORD COUNT 702
90832,Active,ART-310-01,Advanced Studio: Hybrid Media,MW  ,1:00 PM  - 3:50 PM  ,"Kluber, Matthew ",2  /12 ,4.00000,,RECORD COUNT 702
91872,Active,ART-395-01,ST: Documentary,MW  ,1:00 PM  - 3:50 PM  ,"Perez, Nich ",9  /10 ,4.00000,,RECORD COUNT 702
91991,Active,ART-395P-01,ST: Documentary,AR  ,,"Perez, Nich ",5  /5  ,2.00000,,RECORD COUNT 702
90822,Active,ASC-101-01,Scholars' Seminar,MW  ,10:00 AM - 11:20 AM  ,"Backous, Belinda S ",20 /20 ,2.00000,,RECORD COUNT 702
90823,Active,ASC-101-02,Scholars' Seminar,MW  ,1:00 PM  - 2:20 PM  ,"Ferraro, Katherine Frances ",20 /20 ,2.00000,,RECORD COUNT 702
90875,Active,BCM-262-01,Intro Biological Chem w/lab,MWF  ,9:00 AM  - 9:50 AM  ,"Bailey, Charvann ",-7 /24 ,4.00000,,RECORD COUNT 702
90876,Active,BCM-262-02,Intro Biological Chem w/lab,MWF  ,10:00 AM - 10:50 AM  ,"Peters, Kristi L ",15 /24 ,4.00000,,RECORD COUNT 702
90877,Active,BCM-262L-01,Intro to Biological Chem Lab,T  ,1:00 PM  - 3:50 PM  ,"Bailey, Charvann ",8  /12 ,0.00000,,RECORD COUNT 702
90878,Active,BCM-262L-02,Intro to Biological Chem Lab,TH  ,8:00 AM  - 10:50 AM  ,"Peters, Kristi L ",4  /12 ,0.00000,,RECORD COUNT 702
90879,Active,BCM-262L-03,Intro to Biological Chem Lab,TH  ,1:00 PM  - 3:50 PM  ,"Hattery, Travis ",-10/12 ,0.00000,,RECORD COUNT 702
90880,Active,BCM-262L-04,Intro to Biological Chem Lab,F  ,1:00 PM  - 3:50 PM  ,"Bailey, Charvann ",4  /12 ,0.00000,,RECORD COUNT 702
90999,Active,BIO-150-01,Intro to Biolgcl Inqry w/lab,TTH  ,8:00 AM  - 10:50 AM  ,"Jacobson, Kathryn M ",0  /24 ,4.00000,,RECORD COUNT 702
91001,Active,BIO-150-02,Intro to Biolgcl Inqry w/lab,MWF  ,10:00 AM - 11:50 AM  ,"Lafontant, Pascal ",17 /24 ,4.00000,,RECORD COUNT 702
91002,Active,BIO-150-03,Intro to Biolgcl Inqry w/lab,TTH  ,1:00 PM  - 3:50 PM  ,"Meyers, Peter ",14 /24 ,4.00000,,RECORD COUNT 702
91000,Active,BIO-150-04,Intro to Biolgcl Inqry w/lab,MWF  ,2:00 PM  - 3:50 PM  ,"Sandquist, Joshua C ",17 /24 ,4.00000,,RECORD COUNT 702
91003,Active,BIO-252-01,"Orgnsms, Evoltn, Ecolgy w/lab",MF W,8:00 AM  - 9:50 AM 8:00 AM  - 10:50 AM,"Meyers, Peter ",11 /24 ,4.00000,,RECORD COUNT 702
91006,Active,BIO-252-02,"Orgnsms, Evoltn, Ecolgy w/lab",MF T,10:00 AM - 11:50 AM 1:00 PM  - 3:50 PM ,"Eckhart, Vincent M ",7  /24 ,4.00000,,RECORD COUNT 702
91004,Active,BIO-252-03,"Orgnsms, Evoltn, Ecolgy w/lab",MF W,2:00 PM  - 3:50 PM 1:00 PM  - 3:50 PM ,"Queathem, Elizabeth J ",-6 /24 ,4.00000,,RECORD COUNT 702
91005,Cancelled,BIO-252-04,"Orgnsms, Evoltn, Ecolgy w/lab",TTH T,8:00 AM  - 9:50 AM 1:00 PM  - 3:50 PM ,"Staff, - ",24 /24 ,4.00000,,RECORD COUNT 702
91009,Active,BIO-340-01,Aquatic Biology w/lab,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Jacobson, Peter J ",-8 /12 ,4.00000,,RECORD COUNT 702
91011,Active,BIO-345-01,Advanced Genetics w/lab,MF  ,8:30 AM  - 9:50 AM  ,"Praitis, Vida ",10 /18 ,4.00000,,RECORD COUNT 702
91016,Active,BIO-345L-01,Advanced Genetics Lab,W  ,1:00 PM  - 3:50 PM  ,"Praitis, Vida ",7  /10 ,0.00000,,RECORD COUNT 702
91017,Active,BIO-345L-02,Advanced Genetics Lab,TH  ,1:00 PM  - 3:50 PM  ,"Praitis, Vida ",5  /10 ,0.00000,,RECORD COUNT 702
91018,Active,BIO-363-01,Neurobiology w/lab,MF W,10:00 AM - 11:20 AM 9:00 AM  - 11:50 AM,"Lindgren, Clark A ",-3 /12 ,4.00000,,RECORD COUNT 702
91647,Active,BIO-365-01,Microbiology w/lab,TTH  ,8:30 AM  - 9:50 AM  ,"Wang, Pu ",1  /18 ,4.00000,,RECORD COUNT 702
91648,Active,BIO-365L-01,Microbiology Lab,T  ,1:00 PM  - 3:50 PM  ,"Wang, Pu ",0  /10 ,0.00000,,RECORD COUNT 702
91649,Active,BIO-365L-02,Microbiology Lab,F  ,1:00 PM  - 3:50 PM  ,"Wang, Pu ",3  /10 ,0.00000,,RECORD COUNT 702
91899,Active,BIO-375-01,Principles Phrmclgy w/lab,MWF TH,10:00 AM - 10:50 AM 1:00 PM  - 3:50 PM ,"Sandquist, Joshua C ",-4 /12 ,4.00000,,RECORD COUNT 702
91900,Active,BIO-380-01,Molecular Biology w/lab,MWF  ,8:00 AM  - 9:50 AM  ,"Hattery, Travis ",9  /12 ,4.00000,,RECORD COUNT 702
91022,Cancelled,BIO-390-01,Readings in Biology,M  ,7:00 PM  - 9:50 PM  ,"Staff, - ",18 /18 ,2.00000,,RECORD COUNT 702
91019,Active,BIO-390-01,Readings in Biology,M  ,7:00 PM  - 9:50 PM  ,"Eckhart, Vincent M ",17 /18 ,2.00000,,RECORD COUNT 702
91928,Active,BIO-395-01,ST: Cell/Molecular Bio w/lab,MWF  ,2:00 PM  - 3:50 PM  ,"Lafontant, Pascal ",5  /12 ,4.00000,,RECORD COUNT 702
90939,Active,CHI-102-01,Beginning Chinese II,MWF  ,10:00 AM - 10:50 AM  ,"Tang, Qiaomei ",24 /25 ,4.00000,,RECORD COUNT 702
90940,Active,CHI-102L-01,Beginning Chinese II Lab,TTH  ,10:00 AM - 10:50 AM  ,"Xi, Jie ",15 /15 ,0.00000,,RECORD COUNT 702
90941,Active,CHI-102L-02,Beginning Chinese II Lab,TTH  ,2:00 PM  - 2:50 PM  ,"Xi, Jie ",14 /15 ,0.00000,,RECORD COUNT 702
90942,Active,CHI-222-01,Intermediate Chinese II,MWF TTH,11:00 AM - 11:50 AM 1:00 PM  - 1:50 PM ,"Yang, Dong; Xi, Jie",17 /18 ,4.00000,,RECORD COUNT 702
91924,Active,CHI-277-01,Modern China Thrgh Lit & Film,TTH  ,1:00 PM  - 2:20 PM  ,"Yang, Dong ",20 /25 ,4.00000,,RECORD COUNT 702
90943,Active,CHI-332-01,Advanced Chinese II,MTWTHF  ,9:00 AM  - 9:50 AM  ,"Tang, Qiaomei; Xi, Jie",17 /18 ,4.00000,,RECORD COUNT 702
90944,Active,CHI-498-01,Readings in Chinese Literature,MWF  ,8:00 AM  - 8:50 AM  ,"Yang, Dong ",14 /15 ,4.00000,,RECORD COUNT 702
90881,Active,CHM-129-01,General Chemistry w/lab,MWF  ,8:00 AM  - 9:50 AM  ,"Marzluff, Elaine M ",16 /24 ,4.00000,,RECORD COUNT 702
90882,Active,CHM-129-02,General Chemistry w/lab,MWF  ,3:00 PM  - 3:50 PM  ,"Ortiz, Corasi ",-1 /24 ,4.00000,,RECORD COUNT 702
91410,Cancelled,CHM-129-02,General Chemistry w/lab,MWF  ,8:00 AM  - 8:50 AM  ,"Peters, Kristi L ",24 /24 ,4.00000,,RECORD COUNT 702
90884,Active,CHM-129-03,General Chemistry w/lab,TTH  ,8:30 AM  - 9:50 AM  ,"Kamunde-Devonish, Maisha ",13 /24 ,4.00000,,RECORD COUNT 702
90885,Active,CHM-129L-01,General Chemistry Lab,TH  ,8:00 AM  - 10:50 AM  ,"Sieck, Stephen R ",8  /24 ,0.00000,,RECORD COUNT 702
90886,Active,CHM-129L-02,General Chemistry Lab,TH  ,1:00 PM  - 3:50 PM  ,"MacInnes, Molly M ",3  /24 ,0.00000,,RECORD COUNT 702
91411,Active,CHM-129L-03,General Chemistry Lab,F  ,1:00 PM  - 3:50 PM  ,"Peters, Kristi L ",23 /24 ,0.00000,,RECORD COUNT 702
90890,Active,CHM-210-01,Inorgnc & Analytcl Chem w/lab,MWF  ,9:00 AM  - 9:50 AM  ,"MacInnes, Molly M ",7  /24 ,4.00000,,RECORD COUNT 702
90891,Active,CHM-210-02,Inorgnc & Analytcl Chem w/lab,MWF  ,10:00 AM - 10:50 AM  ,"Graham, Andrew M ",8  /24 ,4.00000,,RECORD COUNT 702
90892,Active,CHM-210L-01,Inorgnc & Analytcl Chem Lab,T  ,1:00 PM  - 3:50 PM  ,"Mobley, Thomas Andrew ",-3 /16 ,0.00000,,RECORD COUNT 702
90893,Active,CHM-210L-02,Inorgnc & Analytcl Chem Lab,W  ,1:00 PM  - 3:50 PM  ,"MacInnes, Molly M ",2  /16 ,0.00000,,RECORD COUNT 702
90896,Active,CHM-222-01,Organic Chemistry II w/lab,MWF  ,8:00 AM  - 8:50 AM  ,"Sieck, Stephen R ",6  /24 ,4.00000,,RECORD COUNT 702
90897,Active,CHM-222-02,Organic Chemistry II w/lab,MWF  ,11:00 AM - 11:50 AM  ,"Robb, Kevin A ",-9 /24 ,4.00000,,RECORD COUNT 702
90898,Active,CHM-222-03,Organic Chemistry II w/lab,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Mobley, Thomas Andrew ",-9 /24 ,4.00000,,RECORD COUNT 702
90900,Active,CHM-222L-01,Organic Chemistry II Lab,M  ,1:00 PM  - 3:50 PM  ,"Sieck, Stephen R ",12 /20 ,0.00000,,RECORD COUNT 702
90901,Active,CHM-222L-02,Organic Chemistry II Lab,T  ,8:00 AM  - 10:50 AM  ,"Sieck, Stephen R ",9  /20 ,0.00000,,RECORD COUNT 702
90902,Active,CHM-222L-03,Organic Chemistry II Lab,T  ,1:00 PM  - 3:50 PM  ,"Robb, Kevin A ",-13/20 ,0.00000,,RECORD COUNT 702
90903,Active,CHM-222L-04,Organic Chemistry II Lab,TH  ,1:00 PM  - 3:50 PM  ,"Robb, Kevin A ",-7 /20 ,0.00000,,RECORD COUNT 702
91951,Active,CHM-222L-05,Organic Chemistry II Lab,F  ,1:00 PM  - 3:50 PM  ,"Mobley, Thomas Andrew ",16 /20 ,0.00000,,RECORD COUNT 702
90883,Active,CHM-240-01,Environ Chemistry w/Lab,TTH F,8:30 AM  - 9:50 AM 1:00 PM  - 3:50 PM ,"Graham, Andrew M ",18 /24 ,4.00000,,RECORD COUNT 702
91923,Active,CHM-295-01,ST: Fndtn Inorg Chem w/lab,MWF W,9:00 AM  - 9:50 AM 1:00 PM  - 3:50 PM ,"Kamunde-Devonish, Maisha ",11 /12 ,4.00000,,RECORD COUNT 702
90904,Active,CHM-332-01,Biophysical Chemistry w/lab,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Levandoski, Mark M ",3  /12 ,4.00000,,RECORD COUNT 702
90905,Active,CHM-363-01,Physical Chemistry I w/lab,MWF  ,10:00 AM - 10:50 AM  ,"Hernandez, Heriberto ",10 /24 ,4.00000,,RECORD COUNT 702
90906,Active,CHM-363L-01,Physical Chemistry I Lab,M  ,1:00 PM  - 3:50 PM  ,"Hernandez, Heriberto ",9  /12 ,0.00000,,RECORD COUNT 702
90907,Active,CHM-363L-02,Physical Chemistry I Lab,T  ,1:00 PM  - 3:50 PM  ,"Ortiz, Corasi ",0  /12 ,0.00000,,RECORD COUNT 702
90908,Active,CHM-364-01,Physical Chemistry II w/lab,MWF W,11:00 AM - 11:50 AM 1:00 PM  - 3:50 PM ,"Marzluff, Elaine M ",11 /12 ,4.00000,,RECORD COUNT 702
90953,Active,CLS-250-01,Roman Archaeology and Art,MW  ,8:30 AM  - 9:50 AM  ,"Cummins, Monessa F ",17 /25 ,4.00000,,RECORD COUNT 702
91979,Active,CLS-295-01,ST: Greek and Roman Histories,MWF  ,1:00 PM  - 1:50 PM  ,"Loehr, Regina M ",18 /20 ,4.00000,,RECORD COUNT 702
91885,Active,CLS-395-01,"ST: Roman Rel, Ritual, Ident",TTH  ,8:30 AM  - 9:50 AM  ,"Wagner, Nicholas ",10 /15 ,4.00000,,RECORD COUNT 702
90955,Active,CLS-495-01,Senior Seminar,F  ,1:00 PM  - 3:50 PM  ,"Cummins, W Joseph ",15 /15 ,4.00000,,RECORD COUNT 702
90852,Active,CSC-105-01,The Digital Age w/lab,TTH  ,8:30 AM  - 9:50 AM  ,"Rodrigues, Elizabeth S ",20 /24 ,4.00000,,RECORD COUNT 702
92003,Active,CSC-151-01,Functional Prob Solving w/lab,MWF  ,8:30 AM  - 9:50 AM  ,"Osera, Peter-Michael Santos ",-12/24 ,4.00000,,RECORD COUNT 702
91412,Cancelled,CSC-151-01,Functional Prob Solving w/lab,MWF  ,8:30 AM  - 9:50 AM  ,"Osera, Peter-Michael Santos ",24 /24 ,4.00000,,RECORD COUNT 702
91413,Cancelled,CSC-151-02,Functional Prob Solving w/lab,MWF  ,1:00 PM  - 2:20 PM  ,"Jimenez Pazmino, Priscilla Fernanda ",24 /24 ,4.00000,,RECORD COUNT 702
92004,Active,CSC-151-02,Functional Prob Solving w/lab,MWF  ,1:00 PM  - 2:20 PM  ,"Jimenez Pazmino, Priscilla Fernanda ",18 /24 ,4.00000,,RECORD COUNT 702
92005,Active,CSC-151-03,Functional Prob Solving w/lab,MWF  ,2:30 PM  - 3:50 PM  ,"Autry, Eric Arthur ",16 /24 ,4.00000,,RECORD COUNT 702
91414,Cancelled,CSC-151-03,Functional Prob Solving w/lab,MWF  ,2:30 PM  - 3:50 PM  ,"Autry, Eric Arthur ",24 /24 ,4.00000,,RECORD COUNT 702
91415,Active,CSC-161-01,Imperative Prob Solving w/lab,MWF  ,8:30 AM  - 9:50 AM  ,"Johnson, Barbara Z ",12 /24 ,4.00000,,RECORD COUNT 702
91416,Active,CSC-161-02,Imperative Prob Solving w/lab,MWF  ,10:00 AM - 11:20 AM  ,"Johnson, Barbara Z ",0  /24 ,4.00000,,RECORD COUNT 702
91417,Active,CSC-161-03,Imperative Prob Solving w/lab,MWF  ,2:30 PM  - 3:50 PM  ,"Johnson, Barbara Z ",-3 /24 ,4.00000,,RECORD COUNT 702
90853,Active,CSC-207-01,"OO Prob Slvg, Data Struc/Alg",MWF  ,10:00 AM - 11:20 AM  ,"Eliott, Fernanda M. ",0  /24 ,4.00000,,RECORD COUNT 702
90855,Active,CSC-207-02,"OO Prob Slvg, Data Struc/Alg",MWF  ,1:00 PM  - 2:20 PM  ,"Nye, Dawn ",-9 /24 ,4.00000,,RECORD COUNT 702
90858,Active,CSC-208-01,Discrete Structures,TTH  ,2:00 PM  - 3:50 PM  ,"Osera, Peter-Michael Santos ",-8 /20 ,4.00000,,RECORD COUNT 702
90863,Active,CSC-211-01,Comp Org/Architecture w/lab,MWF  ,10:00 AM - 11:50 AM  ,"Weinman, Jerod ",16 /24 ,4.00000,,RECORD COUNT 702
90866,Active,CSC-211-02,Comp Org/Architecture w/lab,MWF  ,2:00 PM  - 3:50 PM  ,"Weinman, Jerod ",11 /24 ,4.00000,,RECORD COUNT 702
90867,Active,CSC-301-01,Analysis of Algorithms,TTH  ,2:30 PM  - 3:50 PM  ,"Autry, Eric Arthur ",-6 /20 ,4.00000,,RECORD COUNT 702
91995,Active,CSC-312-01,Programming Language Implmntn,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Osera, Peter-Michael Santos ",-4 /24 ,2.00000,,RECORD COUNT 702
92012,Active,CSC-312P-01,Programming Language,AR  ,,"Osera, Peter-Michael Santos ",1  /1  ,2.00000,,RECORD COUNT 702
90871,Active,CSC-324-01,Software Design & Dev w/Lab,MWF  ,2:00 PM  - 3:50 PM  ,"Eliott, Fernanda M. ",-15/16 ,4.00000,,RECORD COUNT 702
90872,Active,CSC-326-01,Software Dev Leadership w/Lab,MWF  ,2:00 PM  - 3:50 PM  ,"Eliott, Fernanda M. ",6  /6  ,2.00000,,RECORD COUNT 702
90873,Active,CSC-341-01,"Auto, Frm Lng, Cmp Cmplxty",T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Nye, Dawn ",1  /20 ,4.00000,,RECORD COUNT 702
90874,Active,CSC-341-02,"Auto, Frm Lng, Cmp Cmplxty",TTH  ,2:00 PM  - 3:50 PM  ,"Nye, Dawn ",6  /20 ,4.00000,,RECORD COUNT 702
91532,Active,CSC-395-01,ST: Human -Computer Intrctn,MW  ,10:00 AM - 11:20 AM  ,"Jimenez Pazmino, Priscilla Fernanda ",16 /20 ,4.00000,,RECORD COUNT 702
91911,Active,EAS-295-01,ST: Jewish Exile in Shanghai,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Sun, Xiaoxue ",15 /20 ,4.00000,,RECORD COUNT 702
91876,Active,EAS-395-01,ST: Gndr Post-WWII East Asia,TTH  ,8:30 AM  - 9:50 AM  ,"Yang, Wenqi ",14 /15 ,4.00000,,RECORD COUNT 702
90831,Active,ECN-111-01,Introduction to Economics,MWF  ,9:00 AM  - 9:50 AM  ,"Brouhle, Keith R ",23 /26 ,4.00000,,RECORD COUNT 702
90833,Active,ECN-111-02,Introduction to Economics,MWF  ,10:00 AM - 10:50 AM  ,"Brouhle, Keith R ",21 /26 ,4.00000,,RECORD COUNT 702
90834,Active,ECN-111-03,Introduction to Economics,MWF  ,1:00 PM  - 1:50 PM  ,"Graham, Bradley ",5  /26 ,4.00000,,RECORD COUNT 702
90836,Active,ECN-111-04,Introduction to Economics,MWF  ,2:00 PM  - 2:50 PM  ,"Kelly, Andrea M ",22 /26 ,4.00000,,RECORD COUNT 702
90837,Active,ECN-111-05,Introduction to Economics,MWF  ,3:00 PM  - 3:50 PM  ,"Kelly, Andrea M ",19 /26 ,4.00000,,RECORD COUNT 702
90840,Active,ECN-236-01,Health Economics,MWF  ,8:00 AM  - 8:50 AM  ,"Kelly, Andrea M ",12 /25 ,4.00000,,RECORD COUNT 702
90842,Active,ECN-280-01,Microeconomic Analysis,MWF  ,11:00 AM - 11:50 AM  ,"McGavock, Tamara ",-3 /25 ,4.00000,,RECORD COUNT 702
90841,Cancelled,ECN-280-01,Microeconomic Analysis,MWF  ,10:00 AM - 10:50 AM  ,"McGavock, Tamara ",25 /25 ,4.00000,,RECORD COUNT 702
90843,Active,ECN-282-01,Macroeconomic Analysis,MW  ,10:00 AM - 11:20 AM  ,"Mao, Ruoyun ",-2 /25 ,4.00000,,RECORD COUNT 702
90844,Active,ECN-286-01,Econometrics,TTH  ,8:30 AM  - 9:50 AM  ,"Paker, Meredith M ",0  /20 ,4.00000,,RECORD COUNT 702
91497,Active,ECN-295-01,ST: Economic History,T TH,10:00 AM - 11:50 AM 10:00 AM - 10:50 AM,"Paker, Meredith M ",21 /25 ,4.00000,,RECORD COUNT 702
91877,Active,ECN-295-02,ST: Industrial Organization,MWF  ,10:00 AM - 10:50 AM  ,"Graham, Bradley ",-2 /25 ,4.00000,,RECORD COUNT 702
91909,Active,ECN-295-03,ST: Behavioral Economics,TTH  ,2:00 PM  - 3:50 PM  ,"Nandy, Abhinaba ",14 /26 ,4.00000,,RECORD COUNT 702
90845,Active,ECN-327-01,Corporate Finance,TTH  ,8:30 AM  - 9:50 AM  ,"Ohrn, Eric Carl ",2  /20 ,4.00000,,RECORD COUNT 702
